,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
200,PHY105M,56960,-0.5,-0.5,-0.5,1.0,0.5,-0.5,1.0,1.0,0.5,0.5,-0.5,-0.5,0.5,-0.5,1.0,-0.5,-0.5,-0.5,0.0,0.5,-0.5,1.0,0.5,1.0,0.5,0.5,-0.5,0.5,-0.5,1.0,0.2,0.6,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
201,PHY105M,56960,1.0,0.5,0.5,0.5,1.0,-0.5,0.5,0.5,1.0,1.0,-1.0,0.5,0.5,1.0,0.5,-1.0,-1.0,-0.5,1.0,-0.5,-0.5,0.5,0.5,1.0,0.5,0.5,-1.0,1.0,-0.5,0.6,0.6,-0.6,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Norwegian,Master’s degree or above,,2.0,Collaborative Comparison
202,PHY105M,56960,0.0,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,-0.5,-0.5,-1.0,-0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,-0.5,0.0,0.5,0.2,0.2,0.2,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
203,PHY105M,56960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2,Male,,Asian,,,Asian Indian,,,,,,,,,,,,I'm not sure,,2.0,Collaborative Comparison
204,PHY105N,57095,0.0,1.0,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.5,-0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,0.0,0.0,0.0,-0.2,-0.2,0.2,Female,,Asian,,,Vietnamese,,,,,,,,,,,,High school,,0.0,Control
205,PHY105N,57095,0.0,0.0,0.0,0.5,0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.5,0.5,-1.0,-1.0,0.0,-0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,-0.5,0.5,0.5,0.2,0.6,0.2,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
206,PHY105N,57095,-0.5,0.5,-0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,-0.5,-0.5,0.5,0.5,-0.5,0.0,0.5,0.2,0.2,0.2,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Norwegian,Master’s degree or above,,0.0,Control
207,PHY105N,57095,0.5,-0.5,-0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,-0.5,-0.5,-1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,-0.5,0.5,0.0,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,"German,Irish,English,French",,Master’s degree or above,,0.0,Control
208,PHY105N,57095,0.5,0.5,-0.5,0.5,0.5,-1.0,1.0,0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-1.0,-1.0,-0.5,0.0,0.5,1.0,0.0,0.5,-0.5,0.5,-1.0,0.0,0.5,0.6,1.0,1.0,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
209,PHY105N,57095,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-0.5,0.0,0.5,0.5,-0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,-0.2,0.2,0.2,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
210,PHY105N,57095,0.5,-0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,0.5,1.0,1.0,1.0,-0.5,0.5,1.0,-1.0,-0.5,-1.0,-1.0,0.0,0.5,1.0,0.5,1.0,-1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,Female,,Asian,,,Filipino,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
211,PHY105N,57095,0.5,0.5,0.0,0.5,0.5,-1.0,-0.5,-0.5,0.0,0.5,-0.5,1.0,0.5,-0.5,0.5,-0.5,-0.5,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,-0.5,-0.5,-0.5,0.5,0.5,0.2,-0.6,0.6,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
212,PHY105N,57095,0.5,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,1.0,-1.0,1.0,Female,,"American Indian or Alaska Native,Hispanic, Latino, or Spanish",,Aztec,,,,,Mexican or Mexican American,,,,,,,,High school,,0.0,Control
213,PHY105N,57095,0.5,0.0,0.5,0.5,1.0,-1.0,0.0,-0.5,1.0,1.0,-0.5,0.5,0.0,1.0,0.5,-1.0,-1.0,-1.0,-0.5,-0.5,0.5,0.5,0.5,1.0,-0.5,1.0,-0.5,0.0,0.0,1.0,1.0,1.0,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
214,PHY105N,57095,0.0,-0.5,-0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,0.5,-0.5,0.5,1.0,-1.0,1.0,-1.0,0.0,0.5,-0.5,0.5,0.5,1.0,-0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
215,PHY105N,57095,0.5,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,1.0,1.0,1.0,-0.5,0.5,-0.5,-0.5,0.5,0.6,0.6,0.2,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,0.0,Control
216,PHY105N,57095,-0.5,1.0,1.0,1.0,1.0,-0.5,0.5,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.5,0.5,-1.0,-0.5,1.0,0.5,1.0,0.5,1.0,-1.0,0.5,1.0,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Venezuelan,,,,,,,Bachelor’s degree,,0.0,Control
217,PHY105M,57024,0.5,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
218,PHY105M,57024,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.2,0.2,0.2,Male,,Asian,,,Korean,,,,,,,,,,,,Some college but no degree,,0.0,Control
219,PHY105M,57024,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,-0.5,0.0,-0.5,0.0,-0.5,0.5,0.5,0.5,1.0,-0.5,0.5,0.5,0.5,0.0,0.6,0.6,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Associate's or technical degree,,0.0,Control
220,PHY105M,57024,0.5,0.0,-0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,-0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,-0.5,0.5,0.0,0.2,-0.2,0.2,Female,,White,,,,,,,,,,,,,Irish,,Master’s degree or above,,0.0,Control
221,PHY105M,57024,-0.5,0.5,1.0,0.0,0.5,-1.0,-0.5,0.5,1.0,1.0,0.5,-0.5,1.0,1.0,-0.5,0.0,-1.0,0.0,0.5,-0.5,-0.5,0.5,1.0,0.5,-1.0,1.0,-1.0,1.0,-0.5,1.0,1.0,1.0,Male,,Black or African American,,,,,African American,,,,,,,,,,Some college but no degree,,0.0,Control
222,PHY105M,57024,0.0,0.5,1.0,0.0,1.0,-0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,0.0,-0.5,0.5,1.0,0.5,1.0,0.5,0.0,-0.5,0.5,-0.5,0.2,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,,0.0,Control
223,PHY105M,57024,0.5,1.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,-0.5,0.5,0.5,0.5,0.5,-0.5,0.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
224,PHY105M,57024,0.0,0.5,0.5,0.0,0.5,-0.5,0.5,0.5,0.5,0.5,0.0,0.0,-0.5,0.5,0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,-0.5,0.5,-0.5,-0.5,0.5,0.6,0.6,0.2,Male,,"Asian,White",,,Korean,,,,,,,,,,English,,Bachelor’s degree,,0.0,Control
225,PHY105M,57024,0.0,1.0,0.5,0.0,0.5,-1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,1.0,0.0,0.0,0.0,0.5,-0.5,0.5,0.0,1.0,-1.0,1.0,Female,,Prefer not to disclose,,,,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
226,PHY105M,57024,0.5,0.5,-0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,-0.5,0.5,0.0,0.5,0.5,0.0,-1.0,-0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,-1.0,1.0,-0.5,0.6,0.6,0.6,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Bengali,,,,,,,,,,,Master’s degree or above,,0.0,Control
227,PHY105M,57024,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,-0.5,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.5,0.2,0.2,0.2,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,0.0,Control
228,PHY105M,57024,0.0,0.5,1.0,-0.5,0.0,1.0,-0.5,-0.5,-0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,-0.5,0.5,-0.5,-0.5,0.5,0.5,0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,0.0,Control
229,PHY105M,57024,0.0,1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.5,-0.5,0.0,-0.5,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,-0.5,-0.5,-1.0,-1.0,-1.0,0.6,1.0,0.6,Male,,Asian,,,Korean,,,,,,,,,,,,Master’s degree or above,,0.0,Control
230,PHY105M,57024,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,-0.5,-1.0,-1.0,-0.5,0.5,0.0,0.5,0.5,1.0,-0.5,0.5,0.0,0.5,0.0,0.2,0.2,-0.2,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,0.0,Control
231,PHY105M,57024,0.5,0.0,-0.5,0.5,0.0,-1.0,1.0,1.0,1.0,0.5,1.0,0.5,-0.5,0.5,0.5,0.0,-0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,-0.5,0.5,-1.0,1.0,1.0,1.0,1.0,Female,,Black or African American,,,,,African American,,,,,,,,,,Bachelor’s degree,,0.0,Control
232,PHY105M,56865,1.0,1.0,1.0,-0.5,0.5,-0.5,0.5,0.0,0.0,0.0,-0.5,0.0,0.5,0.5,0.0,0.5,-0.5,0.5,0.0,-0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.6,0.6,-0.2,Female,,Asian,,,Asian Indian,,,,,,,,,,,,High school,,0.0,Control
233,PHY105M,56865,0.5,0.0,0.0,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,-0.5,0.5,-0.5,1.0,1.0,-1.0,-1.0,-1.0,-0.5,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
234,PHY105M,56865,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-0.5,-1.0,-1.0,1.0,1.0,1.0,0.5,0.5,-1.0,1.0,-1.0,-0.5,1.0,1.0,1.0,1.0,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Nicaraguan,,,,,"Irish,French",,Bachelor’s degree,,0.0,Control
235,PHY105M,56865,0.5,0.5,-0.5,0.5,1.0,-0.5,0.5,0.0,0.5,0.5,0.5,-0.5,-0.5,0.0,0.5,-1.0,-0.5,-0.5,0.0,-0.5,-0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,1.0,0.0,0.6,0.2,0.6,Male,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Norwegian,Master’s degree or above,,0.0,Control
236,PHY105M,56865,1.0,-0.5,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,-0.5,0.5,1.0,-1.0,-1.0,-1.0,-0.5,0.5,1.0,0.5,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,1.0,1.0,1.0,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,Irish,,Bachelor’s degree,,0.0,Control
237,PHY105M,56865,0.0,0.0,0.0,1.0,0.5,0.0,-0.5,0.5,0.5,0.0,0.5,-0.5,0.0,0.5,1.0,-1.0,-1.0,0.0,0.5,0.5,-1.0,0.5,0.0,0.5,0.0,0.5,-1.0,0.0,1.0,0.6,0.6,1.0,Male,,White,,,,,,,,,,,,,"German,Irish,English,Polish",,High school,,0.0,Control
238,PHY105M,56865,-0.5,1.0,1.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,-1.0,1.0,1.0,0.5,0.5,1.0,-1.0,0.5,-1.0,1.0,1.0,1.0,0.6,1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,0.0,Control
239,PHY105M,56865,0.0,0.5,-1.0,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,-0.5,-1.0,1.0,0.5,0.5,0.0,-1.0,-0.5,0.5,1.0,-0.5,1.0,0.5,1.0,0.5,0.0,-1.0,-0.5,0.0,0.6,0.6,0.6,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,Irish,,Master’s degree or above,,0.0,Control
240,PHY105M,56865,0.0,0.0,-0.5,0.5,0.0,-0.5,1.0,0.5,0.5,1.0,-0.5,-0.5,-0.5,0.0,1.0,-0.5,-0.5,-1.0,0.5,0.5,-0.5,1.0,-0.5,0.5,-0.5,1.0,0.0,0.5,0.5,0.2,0.6,-0.2,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,"German,English,French",,Master’s degree or above,,0.0,Control
241,PHY105M,56865,1.0,-1.0,-0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,-0.5,0.5,0.5,0.2,0.2,0.6,Female,,Asian,,,"Chinese,Filipino",,,,,,,,,,,,Some college but no degree,,0.0,Control
242,PHY105M,56865,-0.5,0.0,-0.5,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,-0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,0.5,0.5,1.0,1.0,1.0,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
243,PHY105M,56865,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,Male,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
244,PHY105M,56865,0.0,0.0,-0.5,0.0,0.5,-0.5,0.5,0.5,0.5,0.5,0.0,0.5,-0.5,0.5,0.5,0.0,-0.5,-0.5,0.0,-0.5,0.0,0.5,0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.5,0.2,0.2,0.6,Male,,Prefer not to disclose,,,,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
245,PHY105M,56865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2,"Male,Non-binary",,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,0.0,Control
246,PHY105M,56895,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,0.5,0.5,0.0,-0.5,-0.5,-0.5,-0.5,0.0,-1.0,-0.5,-0.5,-0.5,0.0,0.5,0.0,-0.5,0.5,0.5,-1.0,0.5,-0.5,0.2,0.2,0.2,Female,,Asian,,,Korean,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
247,PHY105M,56895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2,Female,,Black or African American,,,,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
248,PHY105M,56895,0.5,0.5,0.0,0.5,0.5,-1.0,0.0,0.5,1.0,1.0,-0.5,0.5,0.0,0.5,0.5,-0.5,-0.5,-0.5,0.0,0.5,0.0,0.5,0.0,0.5,-0.5,0.0,-1.0,0.0,1.0,1.0,0.6,0.2,Male,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Jordanian,,,,,Bachelor’s degree,,1.0,Partner Agreements
249,PHY105M,56895,0.0,0.5,-0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,-0.5,-0.5,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,-0.5,0.5,-0.5,0.2,0.6,0.2,Female,,White,,,,,,,,,,,,,English,,Master’s degree or above,,1.0,Partner Agreements
250,PHY105M,56895,0.0,0.0,-0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.6,Male,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Honduran,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
252,PHY105M,56895,0.0,1.0,-0.5,0.0,0.5,0.5,0.5,-0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,0.5,-0.6,1.0,-0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
253,PHY105M,56895,0.5,-0.5,-0.5,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,-0.5,0.0,0.0,0.0,0.5,-1.0,-1.0,-1.0,-1.0,0.5,0.0,0.5,0.0,0.0,-0.5,0.5,-0.5,0.0,0.0,1.0,1.0,1.0,Female,,Asian,,,"Chinese,Vietnamese",,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
254,PHY105M,56895,0.0,0.0,0.5,1.0,1.0,-0.5,0.0,0.0,1.0,1.0,1.0,-0.5,0.5,0.0,1.0,-1.0,-1.0,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,-0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.6,Female,,"Asian,Hispanic, Latino, or Spanish,White",,,Chinese,,,,"Mexican or Mexican American,Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",,,,,,"Irish,English",,Master’s degree or above,,1.0,Partner Agreements
255,PHY105M,56895,1.0,-0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,-0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,0.6,0.6,1.0,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,,1.0,Partner Agreements
256,PHY105M,56895,1.0,0.0,-0.5,1.0,1.0,-0.5,1.0,-0.5,0.5,1.0,0.0,0.5,-0.5,0.5,1.0,-0.5,-1.0,-1.0,-0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,-0.5,0.5,1.0,1.0,-1.0,1.0,Female,,White,,,,,,,,,,,,,"German,French",,Bachelor’s degree,,1.0,Partner Agreements
257,PHY105M,56895,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.5,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
258,PHY105M,56895,-0.5,-0.5,0.0,-0.5,0.5,0.5,0.5,0.5,0.0,0.5,-0.5,0.0,0.0,0.0,-1.0,0.0,-0.5,-1.0,0.0,-0.5,0.5,1.0,0.5,0.5,0.0,0.5,-1.0,0.5,0.0,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
259,PHY105M,56895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
260,PHY105M,56895,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,-0.5,0.5,0.5,0.5,0.0,0.5,0.0,-0.2,0.2,-0.2,Prefer not to disclose,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,,1.0,Partner Agreements
261,PHY105M,56895,0.5,-0.5,-0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,-0.5,0.0,0.5,0.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,-1.0,0.5,1.0,1.0,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Salvadoran,,,,,,,,High school,,1.0,Partner Agreements
262,PHY105M,56975,0.5,0.5,0.5,0.5,0.5,-0.5,0.5,0.0,1.0,0.5,0.5,0.5,-0.5,1.0,0.5,-1.0,-0.5,-0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,-0.5,0.5,0.5,0.6,0.6,0.6,Female,,Middle Eastern or North African,,,,,,,,,Iranian,,,,,,Bachelor’s degree,,0.0,Control
263,PHY105M,56975,0.5,0.5,-0.5,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,-0.5,0.5,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.0,0.5,0.6,0.6,0.6,Female,,Asian,,,Vietnamese,,,,,,,,,,,,High school,,0.0,Control
264,PHY105M,56975,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.0,0.0,-1.0,-1.0,-0.5,0.0,0.5,0.0,0.5,0.5,0.5,-0.5,0.5,-1.0,0.5,0.0,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,0.0,Control
265,PHY105M,56975,0.5,0.5,-0.5,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,1.0,1.0,0.5,0.5,1.0,-1.0,1.0,1.0,1.0,0.6,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,0.0,Control
266,PHY105M,56975,0.0,1.0,-1.0,-0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,1.0,-0.5,1.0,0.0,0.0,-1.0,0.5,0.0,1.0,0.5,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
267,PHY105M,56975,0.0,-0.5,-0.5,0.5,0.5,0.0,0.0,-0.5,0.5,0.5,-0.5,0.5,-0.5,0.0,0.5,-1.0,0.0,-0.5,-1.0,0.5,0.5,0.0,0.0,0.5,-0.5,1.0,-0.5,0.5,0.0,0.6,0.6,0.6,Male,,White,,,,,,,,,,,,,"Irish,Italian",,Bachelor’s degree,,0.0,Control
