,"When I work in a group, I do higher quality work.","When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,"When I work in a group, I am able to share my ideas.",My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I prefer when one student regularly takes on a leadership role.,I prefer when the leadership role rotates between students.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I let the other students do most of the work.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"When I work with other students, we spend too much time talking about other things.",My group did higher quality work when my group members worked on tasks together.,My group did higher quality work when group members worked on different tasks at the same time.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence."
102,-1.0,0.5,1.0,0.5,0.5,-1.0,0.0,-1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,-1.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,-1.0,-1.0,1.0,0.6,0.6,0.6
103,0.5,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.6,-0.2
104,0.5,0.5,0.5,0.0,0.5,-1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,-1.0,-1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,-1.0,0.5,0.0,0.6,0.6,0.6
105,0.5,0.0,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,1.0
106,0.5,0.0,0.5,0.5,0.5,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,-1.0,0.0,0.5,0.6,0.6,0.6
107,0.5,0.5,-1.0,1.0,1.0,-1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5,1.0,1.0,0.5,0.0,-1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0
108,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0
109,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.6,0.2,-0.6
110,0.5,0.5,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,-1.0,-1.0,-1.0,0.0,0.5,1.0,0.5,0.5,0.5,-1.0,0.5,0.0,1.0,0.0,0.2,0.6,0.2
111,0.0,-1.0,0.5,0.5,1.0,-1.0,0.5,1.0,1.0,0.5,0.5,0.0,-1.0,0.5,1.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.5,0.5,-1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.2,0.2
113,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,-1.0,0.5,-1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.5,-1.0,0.5,0.5,0.6,0.6,-0.6
114,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.6,0.6,0.6
115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.6,0.2,-0.2
116,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
117,0.5,0.5,-1.0,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.0,-1.0,1.0,1.0,-1.0,-1.0,0.5,-1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,-1.0,1.0
118,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,0.5,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
119,0.5,0.5,0.5,1.0,1.0,-1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,-1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,-1.0,1.0,0.5,1.0,0.6,0.6
120,0.5,-1.0,0.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.2,-0.2,-0.6
121,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,-1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.6,0.6
122,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
123,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.2,0.2,-0.2
124,0.5,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,-1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.6,0.6
125,1.0,0.0,0.5,1.0,1.0,-1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,-1.0,1.0,-1.0,0.0,1.0,0.5,0.5,0.0,0.5,-1.0,0.5,0.0,1.0,1.0,0.2,0.2,-0.2
126,1.0,-1.0,-1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.5,-1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0
127,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,-1.0,0.5,0.5,-1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,-0.2,0.2,0.2
128,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,-1.0,-1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.2,0.2,0.2
129,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.5,-1.0,-1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.2,0.2,0.6
130,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.5,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
132,1.0,1.0,1.0,-1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,-1.0,-1.0,0.5,1.0,1.0,0.0,1.0,-1.0,0.5,0.5,-0.2,1.0,-0.2
133,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.2,0.6,0.6
134,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,-1.0,0.5,1.0,-0.2,0.2,-0.6
135,0.0,1.0,1.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,-1.0,0.5,0.0,-1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.6,0.6,0.6
136,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,-0.2,0.6,-0.2
137,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.5,0.0,-0.2,-0.2,-0.2
138,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6,0.6,0.6
139,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,1.0,0.5,0.5,-1.0,0.0,0.0,0.5,0.5,-1.0,0.5,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.6,0.6,0.2
140,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,-1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.6
141,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
142,0.5,0.0,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,0.5,1.0,-1.0,1.0,0.5,0.5,0.5,0.2,-0.6,0.6
143,0.0,0.5,0.5,0.5,0.5,0.0,0.5,-1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,-1.0,-1.0,1.0,0.0,0.5,1.0,0.5,-1.0,0.0,0.5,1.0,1.0,1.0
144,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,-1.0,0.0,0.5,0.6,0.2,0.6
145,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.6,0.6,0.2
146,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.6,0.2,0.6
147,0.5,0.0,0.5,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,-1.0,0.0,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.2,0.2,0.2
148,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.6,-0.6,0.6
149,1.0,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,1.0
151,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.6
152,1.0,-1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,-1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,0.5,0.5,0.0,-1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
153,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,-1.0,0.5,1.0,0.5,1.0,1.0,-1.0,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,1.0,1.0
154,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,-0.6,0.6
155,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.6,-0.6,0.6
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,-0.2
157,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,-1.0,0.5,0.0,-1.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.6,1.0,0.6
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2
159,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,-1.0,0.5,0.0,-1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.6,0.6,0.6
160,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.6,0.6,0.6
161,0.0,0.5,1.0,0.5,1.0,-1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,-1.0,-1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.6
162,0.0,0.5,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,-1.0,0.0,1.0,0.6,0.2,-0.2
163,0.5,1.0,1.0,1.0,0.0,0.5,-1.0,-1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,-0.6,-0.2,-0.6
164,0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.5,-1.0,-1.0,1.0,0.5,0.5,0.0,1.0,-1.0,0.0,-1.0,1.0,0.5,0.6,0.6,0.6
165,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0
166,1.0,-1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.5,1.0,0.5,0.5,-1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.6,0.6,0.6
167,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,-1.0,0.5,0.5,0.5,-1.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.6,1.0,0.6
168,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
169,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,-1.0,0.0,1.0,0.5,-1.0,-1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.2,-0.6,-0.6
170,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,-1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,0.6,0.6,0.6
171,1.0,0.5,-1.0,1.0,0.5,-1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.5,1.0,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.6,0.2,0.6
172,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,-1.0,0.5,0.0,0.0,0.5,-1.0,0.5,0.0,0.2,-0.2,0.2
173,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.2,-0.2,-0.2
174,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-1.0,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.0,0.0,0.6,0.6,0.6
175,-1.0,1.0,1.0,0.5,0.0,0.5,0.0,-1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,1.0,0.0,0.6,0.6,0.6
176,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2
177,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,0.0,0.5,0.5,0.0,-1.0,0.5,-1.0,0.5,0.0,0.5,0.5,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,0.6,0.6
178,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.2,-0.2,0.2
179,0.0,0.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.6,0.6,-0.2
180,0.5,0.5,0.0,0.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,1.0
181,0.5,0.5,-1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.0,-1.0,0.5,0.5,0.5,-1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.2,-0.6,0.6
182,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.2,0.2,-0.2
183,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,-1.0,1.0,0.0,0.6,0.6,0.6
184,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,1.0,0.5,0.0,0.5,-1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.6
185,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,-1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.6
186,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,-1.0,0.0,0.5,0.0,-1.0,-1.0,-1.0,0.5,0.5,0.0,0.0,1.0,-1.0,0.5,-1.0,0.5,0.5,0.6,-0.2,-0.2
187,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,-1.0,1.0,0.5,0.6,0.6,0.2
188,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.6,0.6,0.2
189,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,-1.0,0.0,-1.0,0.5,0.0,1.0,-1.0,0.6
190,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,-1.0,-1.0,0.5,-1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.6
191,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.2,0.2,0.2
192,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.5,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.2
193,0.0,0.5,0.5,0.5,1.0,-1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,-1.0,-1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,-1.0,0.5,-1.0,-1.0,1.0,0.2,0.2,1.0
194,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.2,0.6,0.2
195,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.5,-1.0,0.0,0.5,-1.0,1.0,0.5,0.5,1.0,0.5,1.0,-1.0,0.5,1.0,0.6,0.6,0.2
196,0.5,0.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,-1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.2,0.2,0.2
197,0.5,-1.0,0.5,1.0,0.5,-1.0,0.5,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.5,0.0,1.0,-1.0,1.0,0.5,0.0,0.5,0.6,0.6,0.6
198,0.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,-1.0,-1.0,0.0,-1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0
199,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,0.6,0.6,0.2
200,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.2,0.6
201,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,-1.0,0.5,0.5,1.0,0.5,-1.0,-1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,-1.0,1.0,0.5,0.6,0.6,-0.6
202,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,-1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.2,0.2,0.2
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2
