,"When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence."
130,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0
132,5.0,5.0,1.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,2.5,5.0,2.5
133,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.3333333333333335,4.166666666666667,4.166666666666667
134,3.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,2.5,3.3333333333333335,1.6666666666666667
135,5.0,5.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,5.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
136,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5,4.166666666666667,2.5
137,3.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,5.0,1.0,5.0,2.5,2.5,2.5
138,3.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
139,2.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.166666666666667,4.166666666666667,3.3333333333333335
140,2.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.166666666666667
141,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
142,3.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,3.3333333333333335,1.6666666666666667,4.166666666666667
143,4.0,2.0,4.0,3.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0
144,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,4.166666666666667,3.3333333333333335,4.166666666666667
145,4.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,4.166666666666667,4.166666666666667,3.3333333333333335
146,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,3.3333333333333335,4.166666666666667
147,3.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
148,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.166666666666667,1.6666666666666667,4.166666666666667
149,2.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0
151,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
152,1.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0
153,3.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0
154,5.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,1.6666666666666667,4.166666666666667
155,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.166666666666667,1.6666666666666667,4.166666666666667
156,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,2.5,2.5
157,2.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,3.0,1.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.166666666666667,5.0,4.166666666666667
158,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
159,5.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
160,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
161,4.0,5.0,4.0,1.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
162,2.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,4.166666666666667,3.3333333333333335,2.5
163,5.0,5.0,5.0,2.0,1.0,1.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,1.6666666666666667,2.5,1.6666666666666667
164,1.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,5.0,1.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
165,4.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
166,1.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,2.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
167,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.166666666666667,5.0,4.166666666666667
168,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
169,3.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,1.0,3.0,5.0,2.0,1.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,3.3333333333333335,1.6666666666666667,1.6666666666666667
170,3.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
171,2.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,3.3333333333333335,4.166666666666667
172,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,3.3333333333333335,2.5,3.3333333333333335
173,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.3333333333333335,2.5,2.5
174,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
175,5.0,5.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
176,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.5,3.3333333333333335,2.5
177,5.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,1.0,5.0,5.0,4.166666666666667,4.166666666666667
178,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.3333333333333335,2.5,3.3333333333333335
179,3.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,5.0,1.0,5.0,4.166666666666667,4.166666666666667,2.5
180,4.0,3.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0
181,4.0,1.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,3.0,3.3333333333333335,1.6666666666666667,4.166666666666667
182,3.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0,3.3333333333333335,3.3333333333333335,2.5
183,4.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
184,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.166666666666667
185,2.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,2.0,4.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,5.0,5.0,4.166666666666667
186,2.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,4.0,4.166666666666667,2.5,2.5
187,2.0,1.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,3.3333333333333335
188,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,3.3333333333333335
189,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,1.0,3.0,5.0,0.8333333333333334,4.166666666666667
190,2.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,4.166666666666667
191,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
192,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.5
193,4.0,2.0,2.0,1.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,1.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,1.0,4.0,3.3333333333333335,3.3333333333333335,5.0
194,3.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,3.3333333333333335,4.166666666666667,3.3333333333333335
195,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,1.0,5.0,4.0,4.0,5.0,2.0,5.0,4.166666666666667,4.166666666666667,3.3333333333333335
196,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
197,1.0,2.0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,5.0,1.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
198,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,1.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
199,1.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,4.166666666666667,4.166666666666667,3.3333333333333335
200,2.0,2.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,3.3333333333333335,4.166666666666667
201,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,2.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.166666666666667,4.166666666666667,1.6666666666666667
202,3.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
203,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
204,5.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.5,2.5,3.3333333333333335
205,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.3333333333333335,4.166666666666667,3.3333333333333335
206,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
207,2.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
208,4.0,2.0,4.0,1.0,5.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,4.166666666666667,5.0,5.0
209,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.5,3.3333333333333335,3.3333333333333335
210,2.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0
211,4.0,3.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,3.3333333333333335,1.6666666666666667,4.166666666666667
212,4.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,5.0,5.0,0.8333333333333334,5.0
213,3.0,4.0,4.0,1.0,3.0,2.0,5.0,5.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0
214,2.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0
215,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,3.3333333333333335
216,5.0,5.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,4.0,5.0,4.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
217,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
218,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
219,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,3.3333333333333335
220,3.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.3333333333333335,2.5,3.3333333333333335
221,4.0,5.0,3.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0
222,4.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,3.3333333333333335,4.166666666666667,4.166666666666667
223,5.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
224,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,3.3333333333333335
225,5.0,4.0,3.0,1.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,0.8333333333333334,5.0
226,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
227,3.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
228,4.0,5.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
229,5.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,4.166666666666667,5.0,4.166666666666667
230,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,3.3333333333333335,3.3333333333333335,2.5
231,3.0,2.0,4.0,1.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0
232,5.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,2.5
233,3.0,3.0,5.0,1.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
234,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0
235,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.166666666666667,3.3333333333333335,4.166666666666667
236,2.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
237,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,5.0
238,5.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,4.0,4.0,5.0,1.0,4.0,5.0,4.166666666666667,5.0
239,4.0,1.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
240,3.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,3.0,5.0,2.0,1.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,3.3333333333333335,4.166666666666667,2.5
241,1.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.3333333333333335,3.3333333333333335,4.166666666666667
242,3.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
243,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
244,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.3333333333333335,3.3333333333333335,4.166666666666667
245,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
246,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
247,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
248,4.0,3.0,4.0,1.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,4.166666666666667,3.3333333333333335
249,4.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.3333333333333335,4.166666666666667,3.3333333333333335
250,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.166666666666667,3.3333333333333335,4.166666666666667
252,5.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.6666666666666667,5.0,1.6666666666666667
253,2.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0
254,3.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.166666666666667
255,2.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,5.0,1.0,5.0,4.166666666666667,4.166666666666667,5.0
256,3.0,2.0,5.0,2.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,0.8333333333333334,5.0
257,1.0,1.0,5.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
258,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
259,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
