StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
2022-12-01 18:01:30,2022-12-01 18:09:27,IP Address,100,476,True,2022-12-01 18:09:27,R_1BQvq0079rcfbqQ,anonymous,EN,PHY105M,56920,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,Somewhat disagree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Other,"Elementary "
2022-12-01 18:44:46,2022-12-01 18:49:53,IP Address,100,307,True,2022-12-01 18:49:54,R_eycN2AyrGD42nsd,anonymous,EN,PHY105M,56835,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,Somewhat disagree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,,,Bachelor’s degree,
2022-12-01 19:23:08,2022-12-01 19:24:27,IP Address,100,78,True,2022-12-01 19:24:28,R_1is9hdr5GayCNoN,anonymous,EN,PHY105M,56810,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
2022-12-01 19:25:07,2022-12-01 19:27:34,IP Address,100,146,True,2022-12-01 19:27:34,R_1nMC5Fdi37Ic1v2,anonymous,EN,PHY105M,57024,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,,White,,,,,,,,,,,,,Irish,,Master’s degree or above,
2022-12-01 19:41:24,2022-12-01 19:43:28,IP Address,100,123,True,2022-12-01 19:43:28,R_110ZGwvtWZQppNp,anonymous,EN,PHY105N,57185,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Agree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
2022-12-01 19:49:48,2022-12-01 19:55:33,IP Address,100,345,True,2022-12-01 19:55:34,R_3F4lAeQjuqBrS6q,anonymous,EN,PHY105M,56860,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Somewhat agree,,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,"German,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Bachelor’s degree,
2022-12-01 21:03:50,2022-12-01 21:09:19,IP Address,100,328,True,2022-12-01 21:09:20,R_2fJt3l28FgDesMB,anonymous,EN,PHY105M,56825,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,,Strongly disagree,Strongly agree,,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
2022-12-01 21:22:12,2022-12-01 21:26:43,IP Address,100,271,True,2022-12-01 21:26:44,R_ZCwj7Aq6LBTDsbf,anonymous,EN,PHY105M,56870,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",spanish,,,,,,,Some college but no degree,
2022-12-01 21:41:24,2022-12-01 21:45:22,IP Address,100,238,True,2022-12-01 21:45:23,R_Y3P5QQ4FFyxFDDH,anonymous,EN,PHY105N,57150,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,Somewhat agree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-12-01 22:14:15,2022-12-01 22:22:03,IP Address,100,467,True,2022-12-01 22:22:03,R_eRmUC7grY1URDI5,anonymous,EN,PHY105M,56865,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Male,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Norwegian,Master’s degree or above,
2022-12-01 23:37:01,2022-12-01 23:40:47,IP Address,100,225,True,2022-12-01 23:40:47,R_3mdRPIpsQdRWuTm,anonymous,EN,PHY105M,56895,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Honduran,,,,,,,Bachelor’s degree,
2022-12-01 23:48:20,2022-12-01 23:54:03,IP Address,100,342,True,2022-12-01 23:54:04,R_RzA1PIAnPES81Wh,anonymous,EN,PHY105N,57055,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Disagree,Male,,Black or African American,,,,,Nigerian,,,,,,,,,,Bachelor’s degree,
2022-12-02 00:54:44,2022-12-02 00:59:50,IP Address,100,306,True,2022-12-02 00:59:51,R_2S95G4z7RavEQnS,anonymous,EN,PHY105N,57195,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
2022-12-02 10:03:10,2022-12-02 10:05:50,IP Address,100,160,True,2022-12-02 10:05:51,R_1o84C1oxqEjKQUb,anonymous,EN,PHY105M,57021,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Disagree,Female,,Asian,,,,,,,,,,,,,,,I'm not sure,
2022-12-02 10:16:19,2022-12-02 10:23:26,IP Address,100,427,True,2022-12-02 10:23:26,R_3qBAh39sGidNb83,anonymous,EN,PHY105N,57225,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,Somewhat disagree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,"Mexican or Mexican American,Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Spanish- Spaniard,,,,,,,Master’s degree or above,
2022-12-02 10:45:08,2022-12-02 10:48:11,IP Address,100,183,True,2022-12-02 10:48:12,R_qyBGdG9PNy6UP2p,anonymous,EN,PHY105M,57020,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Somewhat agree,Female,,"American Indian or Alaska Native,Asian",,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-12-02 11:05:39,2022-12-02 11:10:11,IP Address,100,272,True,2022-12-02 11:10:12,R_3HNOcM7HpxrYAoO,anonymous,EN,PHY105N,57175,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,,Strongly disagree,Strongly agree,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,"Asian,Hispanic, Latino, or Spanish,White",,,Vietnamese,,,,Mexican or Mexican American,,,,,,English,,Master’s degree or above,
2022-12-02 11:12:42,2022-12-02 11:22:27,IP Address,100,584,True,2022-12-02 11:22:27,R_1IhLypdZ65UNZxr,anonymous,EN,PHY105M,56950,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,"English,Italian",,Master’s degree or above,
2022-12-02 11:18:17,2022-12-02 11:26:42,IP Address,100,504,True,2022-12-02 11:26:42,R_1JIQc3ejr2k0Edt,anonymous,EN,PHY105M,57020,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Strongly agree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-12-02 12:11:57,2022-12-02 12:17:06,IP Address,100,308,True,2022-12-02 12:17:06,R_1f4ay9gqmYrDJgD,anonymous,EN,PHY105M,57026,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Scandinavian,Master’s degree or above,
2022-12-02 12:39:21,2022-12-02 12:44:48,IP Address,100,327,True,2022-12-02 12:44:49,R_31oRIl2TYn4yv4N,anonymous,EN,PHY105M,56965,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,,Neither agree nor disagree,Somewhat agree,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Disagree,Female,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
2022-12-02 13:01:09,2022-12-02 13:07:27,IP Address,100,378,True,2022-12-02 13:07:28,R_yPjjyQsG7TIjf9f,anonymous,EN,PHY105M,56885,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,,Somewhat agree,,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Disagree,Female,,White,,,,,,,,,,,,,French,,Master’s degree or above,
2022-12-02 13:06:03,2022-12-02 13:09:52,IP Address,100,228,True,2022-12-02 13:09:52,R_2usv75KqUwNTw6N,anonymous,EN,PHY105N,57130,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,Somewhat agree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,White,,,,,,,,,,,,,Irish,,Bachelor’s degree,
2022-12-02 13:25:58,2022-12-02 13:35:23,IP Address,100,564,True,2022-12-02 13:35:23,R_2E64DQQoFHDRPMM,anonymous,EN,PHY105M,57010,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Disagree,Male,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,
2022-12-02 13:38:10,2022-12-02 13:42:08,IP Address,100,237,True,2022-12-02 13:42:08,R_3pmAViUxBVImmAV,anonymous,EN,PHY105M,56950,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,,Strongly disagree,Strongly agree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,
2022-12-02 12:46:21,2022-12-02 14:05:35,IP Address,100,4754,True,2022-12-02 14:05:36,R_cUAGwSCpOsWrPPj,anonymous,EN,PHY105M,56975,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,Somewhat disagree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Disagree,Male,,White,,,,,,,,,,,,,"Irish,Italian",,Bachelor’s degree,
2022-12-02 14:33:40,2022-12-02 14:36:03,IP Address,100,143,True,2022-12-02 14:36:03,R_24MfqLc3ENiyFmC,anonymous,EN,PHY105M,57026,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Male,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,
2022-12-02 15:03:21,2022-12-02 15:05:52,IP Address,100,150,True,2022-12-02 15:05:53,R_1gwhwRI8xM21wUS,anonymous,EN,PHY105M,56865,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,Irish,,Bachelor’s degree,
2022-12-02 15:04:06,2022-12-02 15:06:47,IP Address,100,160,True,2022-12-02 15:06:47,R_2xEQNhPCeV1zsUt,anonymous,EN,PHY105M,57005,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,,Somewhat disagree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
2022-12-02 15:24:59,2022-12-02 15:27:18,IP Address,100,138,True,2022-12-02 15:27:18,R_2OYYfvTFiU01czu,anonymous,EN,PHY105M,57025,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Middle Eastern or North African,,,,,,,,,Lebanese,,,,,,Master’s degree or above,
2022-12-02 15:37:42,2022-12-02 15:40:50,IP Address,100,188,True,2022-12-02 15:40:51,R_wXWh0Xb7TU7Qlpf,anonymous,EN,PHY105M,56870,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,,Strongly agree,,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",pakistani,,,,,,,,,,,Bachelor’s degree,
2022-12-02 16:30:12,2022-12-02 16:37:02,IP Address,100,410,True,2022-12-02 16:37:03,R_110JuV6IdmViv91,anonymous,EN,PHY105M,57023,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Somewhat agree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Male,,White,,,,,,,,,,,,,Irish,,Bachelor’s degree,
